gast,g1111,Acorn,0
gast,g1160,Adobe,0
gast,g7032,Aged Pewter,0
gast,g7091,Antique Lace,0
gast,g7014,Antique Rose,0
gast,g7041,Apple Cider,0
gast,g0620,Apricot Blush,0
gast,g7056,Autumn,0
gast,g7073,Autumn Leaves,0
gast,g0130,Avocado,0
gast,g7050,Baby Spinach,0
gast,g7088,Baked Clay,0
gast,g1030,Banker’s Grey,0
gast,g7001,Barn Grey,0
gast,g7039,Bayberry,0
gast,g7011,Berry Cobbler,0
gast,g0570,Bittersweet,0
gast,g1040,Black Crow,0
gast,g7021,Black Raspberry Jam,0
gast,g7051,Blackboard,0
gast,g0210,Blue Jay,0
gast,g0140,Blue Spruce,0
gast,g0290,Bluebell,0
gast,g0230,Blueberry,0
gast,g0540,Brandy,0
gast,g7004,Brethren Blue,0
gast,g7030,Briar Rose,0
gast,g7086,Brick Path,0
gast,g0790,Bubblegum,0
gast,g0390,Buckeye Scarlet,0
gast,g0550,Burnt Orange,0
gast,g0470,Buttercrunch,0
gast,g7017,Buttermilk,0
gast,g7020,Butternut Squash,0
gast,g0730,Cameo Pink,0
gast,g7061,Caramel Corn,0
gast,g7095,Carriage Black,0
gast,g7081,Carrot,0
gast,g0170,Celery,0
gast,g7054,Chalk,0
gast,g7016,Chamomile,0
gast,g1120,Cherry Bark,0
gast,g0330,Cherry Wine,0
gast,g7074,Chives,0
gast,g7007,Cidermill Brown,0
gast,g7043,Cinders,0
gast,g0510,Cinnamon,0
gast,g0310,Claret,0
gast,g0770,Clover,0
gast,g0520,Copper,0
gast,g0250,Cornflower,0
gast,g0450,Cornhusk,0
gast,g0750,Cotton Candy,0
gast,g0360,Cranberry,0
gast,g7075,Crystal Lake,0
gast,g7077,Cucumber,0
gast,g0312,Currant,0
gast,g0640,Daffodil,0
gast,g0660,Daisy,0
gast,g1170,Dark Chocolate,0
gast,g7070,Deep Forest,0
gast,g0930,Deep Sea,0
gast,g0110,Dried Thyme,0
gast,g7044,Dungarees,0
gast,g7080,Endive,1
gast,g7084,Espresso Bean,1
gast,g0150,Evergreen,1
gast,g7090,Faded Rose,1
gast,g1190,Fisherman’s Wharf,1
gast,g1150,Flax,1
gast,g0190,Forest Glade,1
gast,g7026,Fragrant Cloves,1
gast,g7037,Freedom,1
gast,g1180,Fudge Ripple,1
gast,g7067,Garden Gate,1
gast,g7036,Geranium,1
gast,g7034,Gingersnap,1
gast,g0420,Gold Leaf,1
gast,g7022,Grape Arbor,1
gast,g7028,Grape Leaf,1
gast,g0112,Grasshopper,1
gast,g0460,Grecian Gold,1
gast,g7013,Green Apple,1
gast,g7023,Green Pasture,1
gast,g7000,Harvest Basket,1
gast,g7033,Harvest Moon,1
gast,g7079,Heirloom Gold,1
gast,g0780,Hibiscus,1
gast,g0830,Highland Heather,1
gast,g0311,Holly Berry,1
gast,g7087,Honey Dew,1
gast,g0280,Huckleberry,1
gast,g0850,Hyacinth,1
gast,g0940,Island Blue,1
gast,g0890,Jasmine,1
gast,g0191,Kiwi,1
gast,g7049,Lambswool,1
gast,g0820,Lavender Potpourri,1
gast,g0650,Lemon Drops,1
gast,g7040,Lexington Green,1
gast,g7038,Liberty,1
gast,g7094,Linen,1
gast,g0440,Maple Syrup,2
gast,g7009,Melon Patch,2
gast,g0240,Midnight,2
gast,g0192,Mint Jubilee,2
gast,g0113,Mistletoe,2
gast,g7085,Moonlit Path,2
gast,g0220,Morning Glory,2
gast,g7045,Mountain Mist,2
gast,g0350,Mulberry,2
gast,g7047,Mustard Seed,2
gast,g0560,Nutmeg,2
gast,g1140,Oatmeal,2
gast,g0116,Ohio Lemon Pie,2
gast,g7006,Old Blue Paint,2
gast,g0320,Old Brick,2
gast,g0320,Old Covered Bridge,2
gast,g7048,Old Hickory,2
gast,g7062,Old Purple Paint,2
gast,g7005,Old Red Paint,2
gast,g7063,Onyx,2
gast,g0580,Orange Marmalade,2
gast,g7092,Otter Creek,2
gast,g7027,Parchment,3
gast,g0630,Peach Ice Cream,3
gast,g0910,Peacock,3
gast,g7097,Pecan Pie,3
gast,g1020,Pebble,3
gast,g7012,Picket Fence,3
gast,g7060,Picnic Basket,3
gast,g0120,Pine,3
gast,g0610,Pineapple Sherbet,3
gast,g7082,Piney Woods,3
gast,g0710,Pink Azalea,3
gast,g0370,Poinsettia,3
gast,g7019,Pomegranate,3
gast,g0760,Poppy,3
gast,g0740,Porcelain,3
gast,g7076,Portabella,3
gast,g0260,Presidential Blue,3
gast,g0530,Pumpkin Patch,3
gast,g7059,Pumpkin Pie,3
gast,g0880,Punchberry,3
gast,g0810,Purple Iris,3
gast,g7072,Raspberry Frost,3
gast,g0380,Raspberry Parfait,3
gast,g7042,Raven,3
gast,g0340,Red Grape,3
gast,g0860,Red Plum,3
gast,g7008,Rhubarb,3
gast,g7057,Roasted Marshmallow,3
gast,g7068,Rose Garden,3
gast,g0840,Royal Purple,3
gast,g1110,Sable,3
gast,g7015,Sarsaparilla,3
gast,g7053,School Yard,3
gast,g7052,Schoolhouse Red,3
gast,g0111,Sea Spray,3
gast,g7025,Shaker White,3
gast,g7003,Shutter Green,3
gast,g0114,Silver Fern,3
gast,g1010,Slate,3
gast,g1050,Soot,3
gast,g0180,Spring Grass,3
gast,g7002,Straw Bonnet,3
gast,g0870,Sugarplum,3
gast,g0430,Summer Meadow,3
gast,g7069,Summer Shower,3
gast,g7071,Sunflower,3
gast,g7031,Sweet Pea,3
gast,g0711,Sweet Petunia,3
gast,g0410,Tarnished Gold,4
gast,g7035,Tea Rose,4
gast,g0590,Terra Cotta,4
gast,g0115,Tiger Lily,4
gast,g7024,Tin Bucket,4
gast,g7064,Toasted Barley,4
gast,g7078,Toffee,4
gast,g7058,Tomato,4
gast,g7089,Tradewind,4
gast,g0920,Tropical Ocean,4
gast,g0270,Tutti Fruiti,4
gast,g7055,Uniform Blue,4
gast,g0720,Victorian Pink,4
gast,g7083,Vintage Lace,4
gast,g7029,Walnut,4
gast,g7046,Weathered Barn,4
gast,g7093,Wheat Fields,4
gast,g0160,Willow,4
gast,g1130,Wood Smoke,4
gast,g7066,Wood Trail,4
gast,g7018,Woodrose,4
gast,g7065,Wrought Iron,0
