wdw,w2204,Absinthe,0
wdw,w2256,Adobe,0
wdw,w1224,Amber,0
wdw,w1307,Americana,0
wdw,w1109,Angel Hair,0
wdw,w2131,Aqua,0
wdw,w1183,Artichoke,0
wdw,w2234,Autumn Leaves,0
wdw,w4145,Azaleas,0
wdw,w2258,Aztec Red,0
wdw,w1103,Baby's Breath,0
wdw,w1330,Baked Apple,0
wdw,w1115,Banana Popsicle,0
wdw,w1083,Bashful,0
wdw,w1271,Bark,0
wdw,w1291,Basil,0
wdw,w2108,Battleship,0
wdw,w2166,Bayberry,0
wdw,w4149,Beachcomber,0
wdw,w2213,Beehive,0
wdw,w2263,Begonia,0
wdw,w1106,Beige,0
wdw,w2121,Bermuda,0
wdw,w4153,Berry Splash,0
wdw,w4139,Bethlehem,0
wdw,w1329,Blackberry,0
wdw,w2306,Blue Aster,0
wdw,w2339,Blue Bonnet,0
wdw,w2116,Blue Fescue,0
wdw,w1155,Blue Heron,0
wdw,w2107,Blue Jeans,0
wdw,w1276,Blue Spruce,0
wdw,w2118,Blue Topaz,0
wdw,w6550,Bluecoat Blue,0
wdw,w6850,Bluecoat Red,0
wdw,w1339,Bordeaux,0
wdw,w1343,Boysenberry,0
wdw,w1331,Brick,0
wdw,w1227,Bright Leaf,0
wdw,w2275a,Bubble Gum,0
wdw,w2202,Bullfrog,0
wdw,w1189,Butter Bean,0
wdw,w6650,Buttercup,0
wdw,w1226,Butterscotch,0
wdw,w2181,Cactus,0
wdw,w1284,Cadet,0
wdw,w4143,Calypso,0
wdw,w2276,Camellia,0
wdw,w2243,Cantaloupe,0
wdw,w1181,Cape Cod,0
wdw,w1266,Caper,0
wdw,w2120,Capri,0
wdw,w1238,Cappuccino,0
wdw,w1216,Caramel,0
wdw,w1136,Carnation,0
wdw,w2136,Caribbean,0
wdw,w2226,Carrot,0
wdw,w2259,Cayenne,0
wdw,w1261,Celadon,0
wdw,w4123,Celebration,0
wdw,w1139,Chablis,0
wdw,w1303,Charcoal,0
wdw,w2282,Charlotte's Pink,0
wdw,w2203,Chartreuse,0
wdw,w2248,Cherry Vanilla,0
wdw,w1134,Cherub,0
wdw,w3950,Chesapeake,0
wdw,w1269,Chestnut,0
wdw,w2241,Chrysanthemum,0
wdw,w2254,Cinnabar,0
wdw,w2216,Citron,0
wdw,w2210,Citronella,0
wdw,w4141,Clam Shell,0
wdw,w1146,Clara,0
wdw,w2230,Clockwork,0
wdw,w1233,Cocoa,0
wdw,w2242,Cognac,0
wdw,w1126,Coleus,0
wdw,w1277,Collards,0
wdw,w1133,Conch,0
wdw,w1318,Concord,0
wdw,w1173,Confederate Gray,0
wdw,w4107,Confetti,0
wdw,w2222,Cornbread,0
wdw,w1123,Cornsilk,0
wdw,w2236,Copper,0
wdw,w1323,Cranberry Ice,0
wdw,w2275,Crepe Myrtle,0
wdw,w3860,Crimson,0
wdw,w2220,Curry,0
wdw,w2311,Cyclamen,0
wdw,w2153,Cypress,0
wdw,w1119,Daffodil,0
wdw,w2227,Daylilly,0
wdw,w2104,Deep Sea,0
wdw,w1241,Desert,0
wdw,w1240,Dirt Road,0
wdw,w1296,Dolphin,0
wdw,w1171,Dove,0
wdw,w1191,Dried Sage,0
wdw,w2342,Dutch Iris,0
wdw,w1317,Eggplant,1
wdw,w2171,Emerald,1
